Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total,Total_Acessos,Porcentaje_ADSL,Porcentaje_Cablemodem,Porcentaje_Fibra óptica,Porcentaje_Wireless,Porcentaje_Otros,Accesos trimestre anterior
2021,4,Misiones,41778.0,92068.0,22035.0,7649.0,7602.0,171132.0,171132.0,24.41%,53.80%,12.88%,4.47%,4.44%,10969.0
2022,1,Misiones,39147.0,91752.0,25178.0,7807.0,7624.0,171508.0,171508.0,22.83%,53.50%,14.68%,4.55%,4.45%,22035.0
2022,2,Misiones,37208.0,89260.0,33649.0,11074.0,7622.0,178813.0,178813.0,20.81%,49.92%,18.82%,6.19%,4.26%,25178.0
2022,3,Misiones,35513.0,88902.0,39046.0,11074.0,7622.0,182157.0,182157.0,19.50%,48.81%,21.44%,6.08%,4.18%,33649.0
2022,4,Misiones,33204.0,87202.0,46885.0,11075.0,7903.0,186269.0,186269.0,17.83%,46.82%,25.17%,5.95%,4.24%,39046.0
2023,1,Misiones,30455.0,82834.0,56619.0,12896.0,7881.0,190685.0,190685.0,15.97%,43.44%,29.69%,6.76%,4.13%,46885.0
2023,2,Misiones,28897.0,82058.0,64406.0,12927.0,7183.0,195471.0,195471.0,14.78%,41.98%,32.95%,6.61%,3.67%,56619.0
2023,3,Misiones,27934.0,79087.0,70003.0,12928.0,7183.0,197135.0,197135.0,14.17%,40.12%,35.51%,6.56%,3.64%,64406.0
2023,4,Misiones,25840.0,79000.0,75382.0,12928.0,7183.0,200333.0,200333.0,12.90%,39.43%,37.63%,6.45%,3.59%,70003.0
2014,1,Neuquén,47790.0,28161.0,997.0,10381.0,3051.0,90380.0,90380.0,52.88%,31.16%,1.10%,11.49%,3.38%,
2014,2,Neuquén,47767.0,29776.0,997.0,10765.0,2983.0,92288.0,92288.0,51.76%,32.26%,1.08%,11.66%,3.23%,997.0
2014,3,Neuquén,54458.0,30964.0,1000.0,12858.0,3087.0,102367.0,102367.0,53.20%,30.25%,0.98%,12.56%,3.02%,997.0
2014,4,Neuquén,47721.0,31778.0,1014.0,11853.0,3030.0,95396.0,95396.0,50.02%,33.31%,1.06%,12.43%,3.18%,1000.0
2015,1,Neuquén,47518.0,32152.0,1024.0,12088.0,2960.0,95742.0,95742.0,49.63%,33.58%,1.07%,12.63%,3.09%,1014.0
2015,2,Neuquén,47078.0,34183.0,1044.0,12781.0,2799.0,97885.0,97885.0,48.10%,34.92%,1.07%,13.06%,2.86%,1024.0
2015,3,Neuquén,47102.0,36620.0,1045.0,13051.0,2798.0,100616.0,100616.0,46.81%,36.40%,1.04%,12.97%,2.78%,1044.0
2015,4,Neuquén,51680.0,38902.0,1048.0,12934.0,2852.0,107416.0,107416.0,48.11%,36.22%,0.98%,12.04%,2.66%,1045.0
2016,1,Neuquén,51702.0,36122.0,1085.0,12502.0,2850.0,104261.0,104261.0,49.59%,34.65%,1.04%,11.99%,2.73%,1048.0
2016,2,Neuquén,51742.0,42370.0,1088.0,12466.0,2849.0,110515.0,110515.0,46.82%,38.34%,0.98%,11.28%,2.58%,1085.0
2016,3,Neuquén,51752.0,44739.0,1093.0,12402.0,2617.0,112603.0,112603.0,45.96%,39.73%,0.97%,11.01%,2.32%,1088.0
2016,4,Neuquén,51742.0,46389.0,1124.0,11910.0,2670.0,113835.0,113835.0,45.45%,40.75%,0.99%,10.46%,2.35%,1093.0
2017,1,Neuquén,51771.0,48109.0,1124.0,11665.0,2670.0,115339.0,115339.0,44.89%,41.71%,0.97%,10.11%,2.31%,1124.0
2017,2,Neuquén,51794.0,50283.0,1133.0,11545.0,2678.0,117433.0,117433.0,44.11%,42.82%,0.96%,9.83%,2.28%,1124.0
2017,3,Neuquén,48001.0,52468.0,1044.0,11576.0,2695.0,115784.0,115784.0,41.46%,45.32%,0.90%,10.00%,2.33%,1133.0
2017,4,Neuquén,46739.0,54119.0,1017.0,12404.0,2692.0,116971.0,116971.0,39.96%,46.27%,0.87%,10.60%,2.30%,1044.0
2018,1,Neuquén,46714.0,55072.0,1000.0,12404.0,2713.0,117903.0,117903.0,39.62%,46.71%,0.85%,10.52%,2.30%,1017.0
2018,2,Neuquén,46633.0,52855.0,998.0,12649.0,2713.0,115848.0,115848.0,40.25%,45.62%,0.86%,10.92%,2.34%,1000.0
2018,3,Neuquén,46602.0,54129.0,998.0,12277.0,2712.0,116718.0,116718.0,39.93%,46.38%,0.86%,10.52%,2.32%,998.0
2018,4,Neuquén,40747.0,55634.0,3115.0,12425.0,2444.0,114365.0,114365.0,35.63%,48.65%,2.72%,10.86%,2.14%,998.0
2019,1,Neuquén,40747.0,55634.0,3114.0,12510.0,2372.0,114377.0,114377.0,35.63%,48.64%,2.72%,10.94%,2.07%,3115.0
2019,2,Neuquén,43420.0,59021.0,4983.0,12792.0,2737.0,122953.0,122953.0,35.31%,48.00%,4.05%,10.40%,2.23%,3114.0
2019,3,Neuquén,43347.0,60484.0,5560.0,13512.0,2518.0,125421.0,125421.0,34.56%,48.22%,4.43%,10.77%,2.01%,4983.0
2019,4,Neuquén,29826.0,60970.0,10549.0,14246.0,854.0,116445.0,116445.0,25.61%,52.36%,9.06%,12.23%,0.73%,5560.0
2020,1,Neuquén,29305.0,65951.0,11031.0,14711.0,729.0,121727.0,121727.0,24.07%,54.18%,9.06%,12.09%,0.60%,10549.0
2020,2,Neuquén,30256.0,67990.0,11037.0,15755.0,1134.0,126172.0,126172.0,23.98%,53.89%,8.75%,12.49%,0.90%,11031.0
2020,3,Neuquén,30222.0,70446.0,11043.0,16787.0,737.0,129235.0,129235.0,23.39%,54.51%,8.54%,12.99%,0.57%,11037.0
2020,4,Neuquén,30468.0,70614.0,13732.0,17689.0,632.0,133135.0,133135.0,22.89%,53.04%,10.31%,13.29%,0.47%,11043.0
2021,1,Neuquén,30223.0,70457.0,14171.0,17752.0,632.0,133235.0,133235.0,22.68%,52.88%,10.64%,13.32%,0.47%,13732.0
2021,2,Neuquén,30083.0,72690.0,15619.0,19218.0,640.0,138250.0,138250.0,21.76%,52.58%,11.30%,13.90%,0.46%,14171.0
2021,3,Neuquén,29650.0,73794.0,16455.0,19270.0,640.0,139809.0,139809.0,21.21%,52.78%,11.77%,13.78%,0.46%,15619.0
2021,4,Neuquén,29175.0,72761.0,23253.0,21531.0,746.0,147466.0,147466.0,19.78%,49.34%,15.77%,14.60%,0.51%,16455.0
2022,1,Neuquén,28443.0,73200.0,24193.0,23098.0,745.0,149679.0,149679.0,19.00%,48.90%,16.16%,15.43%,0.50%,23253.0
2022,2,Neuquén,29749.0,74905.0,28824.0,27371.0,1119.0,161968.0,161968.0,18.37%,46.25%,17.80%,16.90%,0.69%,24193.0
2022,3,Neuquén,29352.0,75815.0,29396.0,27482.0,1116.0,163161.0,163161.0,17.99%,46.47%,18.02%,16.84%,0.68%,28824.0
2022,4,Neuquén,28609.0,72679.0,31567.0,23815.0,3510.0,160180.0,160180.0,17.86%,45.37%,19.71%,14.87%,2.19%,29396.0
2023,1,Neuquén,28030.0,72639.0,32296.0,23937.0,3510.0,160412.0,160412.0,17.47%,45.28%,20.13%,14.92%,2.19%,31567.0
2023,2,Neuquén,26379.0,73040.0,35171.0,24046.0,3110.0,161746.0,161746.0,16.31%,45.16%,21.74%,14.87%,1.92%,32296.0
2023,3,Neuquén,24527.0,73329.0,39243.0,24085.0,3089.0,164273.0,164273.0,14.93%,44.64%,23.89%,14.66%,1.88%,35171.0
2023,4,Neuquén,24122.0,73784.0,41583.0,24390.0,748.0,164627.0,164627.0,14.65%,44.82%,25.26%,14.82%,0.45%,39243.0
2014,1,Río Negro,64886.0,24156.0,876.0,3576.0,1572.0,95066.0,95066.0,68.25%,25.41%,0.92%,3.76%,1.65%,
2014,2,Río Negro,64920.0,24944.0,876.0,3657.0,1560.0,95957.0,95957.0,67.66%,25.99%,0.91%,3.81%,1.63%,876.0
2014,3,Río Negro,65264.0,26590.0,888.0,3533.0,1505.0,97780.0,97780.0,66.75%,27.19%,0.91%,3.61%,1.54%,876.0
2014,4,Río Negro,66307.0,23703.0,901.0,3819.0,1530.0,96260.0,96260.0,68.88%,24.62%,0.94%,3.97%,1.59%,888.0
2015,1,Río Negro,66274.0,25217.0,907.0,3473.0,1462.0,97333.0,97333.0,68.09%,25.91%,0.93%,3.57%,1.50%,901.0
2015,2,Río Negro,66738.0,26268.0,916.0,3457.0,1348.0,98727.0,98727.0,67.60%,26.61%,0.93%,3.50%,1.37%,907.0
2015,3,Río Negro,66806.0,27130.0,917.0,3415.0,1346.0,99614.0,99614.0,67.06%,27.24%,0.92%,3.43%,1.35%,916.0
2015,4,Río Negro,66851.0,27221.0,915.0,3407.0,1328.0,99722.0,99722.0,67.04%,27.30%,0.92%,3.42%,1.33%,917.0
2016,1,Río Negro,66894.0,27312.0,937.0,3341.0,1338.0,99822.0,99822.0,67.01%,27.36%,0.94%,3.35%,1.34%,915.0
2016,2,Río Negro,67031.0,28100.0,939.0,3300.0,1334.0,100704.0,100704.0,66.56%,27.90%,0.93%,3.28%,1.32%,937.0
2016,3,Río Negro,67043.0,28496.0,942.0,3293.0,1252.0,101026.0,101026.0,66.36%,28.21%,0.93%,3.26%,1.24%,939.0
2016,4,Río Negro,67057.0,28474.0,954.0,3274.0,1261.0,101020.0,101020.0,66.38%,28.19%,0.94%,3.24%,1.25%,942.0
2017,1,Río Negro,67075.0,28785.0,954.0,3213.0,1261.0,101288.0,101288.0,66.22%,28.42%,0.94%,3.17%,1.24%,954.0
2017,2,Río Negro,67038.0,29147.0,961.0,3213.0,1260.0,101619.0,101619.0,65.97%,28.68%,0.95%,3.16%,1.24%,954.0
2017,3,Río Negro,69301.0,30018.0,1106.0,3054.0,4017.0,107496.0,107496.0,64.47%,27.92%,1.03%,2.84%,3.74%,961.0
2017,4,Río Negro,68690.0,30451.0,1250.0,4259.0,5114.0,109764.0,109764.0,62.58%,27.74%,1.14%,3.88%,4.66%,1106.0
2018,1,Río Negro,68769.0,31712.0,1251.0,4259.0,5128.0,111119.0,111119.0,61.89%,28.54%,1.13%,3.83%,4.61%,1250.0
2018,2,Río Negro,68667.0,32795.0,1252.0,4396.0,5125.0,112235.0,112235.0,61.18%,29.22%,1.12%,3.92%,4.57%,1251.0
2018,3,Río Negro,68590.0,33474.0,1252.0,5051.0,5125.0,113492.0,113492.0,60.44%,29.49%,1.10%,4.45%,4.52%,1252.0
2018,4,Río Negro,68377.0,34292.0,1299.0,8037.0,4832.0,116837.0,116837.0,58.52%,29.35%,1.11%,6.88%,4.14%,1252.0
2019,1,Río Negro,68377.0,34124.0,3994.0,9736.0,4857.0,121088.0,121088.0,56.47%,28.18%,3.30%,8.04%,4.01%,1299.0
2019,2,Río Negro,67841.0,36527.0,4037.0,10485.0,19657.0,138547.0,138547.0,48.97%,26.36%,2.91%,7.57%,14.19%,3994.0
2019,3,Río Negro,67478.0,37425.0,9739.0,10806.0,18847.0,144295.0,144295.0,46.76%,25.94%,6.75%,7.49%,13.06%,4037.0
2019,4,Río Negro,49747.0,37933.0,9658.0,11437.0,18365.0,127140.0,127140.0,39.13%,29.84%,7.60%,9.00%,14.44%,9739.0
2020,1,Río Negro,47756.0,38479.0,10381.0,11222.0,18362.0,126200.0,126200.0,37.84%,30.49%,8.23%,8.89%,14.55%,9658.0
2020,2,Río Negro,49756.0,39650.0,10382.0,11331.0,18367.0,129486.0,129486.0,38.43%,30.62%,8.02%,8.75%,14.18%,10381.0
2020,3,Río Negro,49530.0,40001.0,10381.0,13187.0,18368.0,131467.0,131467.0,37.67%,30.43%,7.90%,10.03%,13.97%,10382.0
2020,4,Río Negro,48991.0,42022.0,17826.0,13994.0,18377.0,141210.0,141210.0,34.69%,29.76%,12.62%,9.91%,13.01%,10381.0
2021,1,Río Negro,48777.0,42192.0,17828.0,13994.0,18377.0,141168.0,141168.0,34.55%,29.89%,12.63%,9.91%,13.02%,17826.0
2021,2,Río Negro,48189.0,43761.0,18727.0,15031.0,18376.0,144084.0,144084.0,33.45%,30.37%,13.00%,10.43%,12.75%,17828.0
2021,3,Río Negro,47934.0,44519.0,18725.0,15031.0,18376.0,144585.0,144585.0,33.15%,30.79%,12.95%,10.40%,12.71%,18727.0
2021,4,Río Negro,42037.0,44495.0,32212.0,16558.0,18451.0,153753.0,153753.0,27.34%,28.94%,20.95%,10.77%,12.00%,18725.0
2022,1,Río Negro,38662.0,45366.0,38037.0,16815.0,18494.0,157374.0,157374.0,24.57%,28.83%,24.17%,10.68%,11.75%,32212.0
2022,2,Río Negro,36050.0,47040.0,40946.0,16760.0,18968.0,159764.0,159764.0,22.56%,29.44%,25.63%,10.49%,11.87%,38037.0
2022,3,Río Negro,35552.0,48260.0,41017.0,16760.0,18969.0,160558.0,160558.0,22.14%,30.06%,25.55%,10.44%,11.81%,40946.0
2022,4,Río Negro,34043.0,48401.0,43958.0,16277.0,19413.0,162092.0,162092.0,21.00%,29.86%,27.12%,10.04%,11.98%,41017.0
2023,1,Río Negro,33604.0,49128.0,45329.0,16857.0,19413.0,164331.0,164331.0,20.45%,29.90%,27.58%,10.26%,11.81%,43958.0
2023,2,Río Negro,26390.0,49684.0,53325.0,16864.0,17116.0,163379.0,163379.0,16.15%,30.41%,32.64%,10.32%,10.48%,45329.0
2023,3,Río Negro,22422.0,50429.0,56668.0,16864.0,17102.0,163485.0,163485.0,13.72%,30.85%,34.66%,10.32%,10.46%,53325.0
2023,4,Río Negro,21192.0,49789.0,64323.0,17284.0,15829.0,168417.0,168417.0,12.58%,29.56%,38.19%,10.26%,9.40%,56668.0
2014,1,Salta,73131.0,17538.0,45.0,8.0,568.0,91290.0,91290.0,80.11%,19.21%,0.05%,0.01%,0.62%,
2014,2,Salta,73841.0,17504.0,45.0,7.0,577.0,91974.0,91974.0,80.28%,19.03%,0.05%,0.01%,0.63%,45.0
2014,3,Salta,73828.0,18394.0,43.0,109.0,580.0,92954.0,92954.0,79.42%,19.79%,0.05%,0.12%,0.62%,45.0
2014,4,Salta,76026.0,17289.0,48.0,6.0,578.0,93947.0,93947.0,80.92%,18.40%,0.05%,0.01%,0.62%,43.0
2015,1,Salta,76280.0,19781.0,47.0,129.0,574.0,96811.0,96811.0,78.79%,20.43%,0.05%,0.13%,0.59%,48.0
2015,2,Salta,77214.0,20297.0,47.0,129.0,580.0,98267.0,98267.0,78.58%,20.65%,0.05%,0.13%,0.59%,47.0
2015,3,Salta,78064.0,21688.0,47.0,129.0,645.0,100573.0,100573.0,77.62%,21.56%,0.05%,0.13%,0.64%,47.0
2015,4,Salta,78744.0,22446.0,47.0,129.0,554.0,101920.0,101920.0,77.26%,22.02%,0.05%,0.13%,0.54%,47.0
2016,1,Salta,78973.0,22741.0,73.0,132.0,507.0,102426.0,102426.0,77.10%,22.20%,0.07%,0.13%,0.49%,47.0
2016,2,Salta,79438.0,24719.0,85.0,151.0,539.0,104932.0,104932.0,75.70%,23.56%,0.08%,0.14%,0.51%,73.0
2016,3,Salta,80866.0,26113.0,90.0,157.0,565.0,107791.0,107791.0,75.02%,24.23%,0.08%,0.15%,0.52%,85.0
2016,4,Salta,79389.0,26657.0,110.0,158.0,621.0,106935.0,106935.0,74.24%,24.93%,0.10%,0.15%,0.58%,90.0
2017,1,Salta,79837.0,26845.0,114.0,158.0,679.0,107633.0,107633.0,74.18%,24.94%,0.11%,0.15%,0.63%,110.0
2017,2,Salta,80184.0,27280.0,115.0,158.0,804.0,108541.0,108541.0,73.87%,25.13%,0.11%,0.15%,0.74%,114.0
2017,3,Salta,80782.0,50284.0,127.0,158.0,1167.0,132518.0,132518.0,60.96%,37.95%,0.10%,0.12%,0.88%,115.0
2017,4,Salta,80705.0,50446.0,127.0,158.0,1376.0,132812.0,132812.0,60.77%,37.98%,0.10%,0.12%,1.04%,127.0
2018,1,Salta,79936.0,51534.0,118.0,204.0,1391.0,133183.0,133183.0,60.02%,38.69%,0.09%,0.15%,1.04%,127.0
2018,2,Salta,78386.0,53478.0,678.0,234.0,1391.0,134167.0,134167.0,58.42%,39.86%,0.51%,0.17%,1.04%,118.0
2018,3,Salta,76600.0,53980.0,678.0,234.0,1391.0,132883.0,132883.0,57.64%,40.62%,0.51%,0.18%,1.05%,678.0
2018,4,Salta,74295.0,57539.0,638.0,253.0,1853.0,134578.0,134578.0,55.21%,42.76%,0.47%,0.19%,1.38%,678.0
2019,1,Salta,74426.0,57933.0,647.0,1135.0,1879.0,136020.0,136020.0,54.72%,42.59%,0.48%,0.83%,1.38%,638.0
2019,2,Salta,68827.0,62343.0,725.0,1210.0,9463.0,142568.0,142568.0,48.28%,43.73%,0.51%,0.85%,6.64%,647.0
2019,3,Salta,65799.0,74329.0,733.0,1580.0,9394.0,151835.0,151835.0,43.34%,48.95%,0.48%,1.04%,6.19%,725.0
2019,4,Salta,63272.0,76062.0,21865.0,3040.0,8206.0,172445.0,172445.0,36.69%,44.11%,12.68%,1.76%,4.76%,733.0
2020,1,Salta,60426.0,75593.0,23025.0,4125.0,7212.0,170381.0,170381.0,35.47%,44.37%,13.51%,2.42%,4.23%,21865.0
2020,2,Salta,59502.0,81740.0,24289.0,5123.0,7108.0,177762.0,177762.0,33.47%,45.98%,13.66%,2.88%,4.00%,23025.0
2020,3,Salta,58216.0,84128.0,25445.0,5764.0,7293.0,180846.0,180846.0,32.19%,46.52%,14.07%,3.19%,4.03%,24289.0
2020,4,Salta,56659.0,87817.0,30604.0,5858.0,6452.0,187390.0,187390.0,30.24%,46.86%,16.33%,3.13%,3.44%,25445.0
2021,1,Salta,54768.0,89187.0,31498.0,5669.0,6452.0,187574.0,187574.0,29.20%,47.55%,16.79%,3.02%,3.44%,30604.0
2021,2,Salta,51396.0,96016.0,32050.0,5724.0,6453.0,191639.0,191639.0,26.82%,50.10%,16.72%,2.99%,3.37%,31498.0
2021,3,Salta,49212.0,98318.0,36126.0,5724.0,6453.0,195833.0,195833.0,25.13%,50.21%,18.45%,2.92%,3.30%,32050.0
2021,4,Salta,46972.0,99808.0,39555.0,5882.0,7188.0,199405.0,199405.0,23.56%,50.05%,19.84%,2.95%,3.60%,36126.0
2022,1,Salta,44714.0,98667.0,40994.0,5950.0,7190.0,197515.0,197515.0,22.64%,49.95%,20.75%,3.01%,3.64%,39555.0
2022,2,Salta,42665.0,96178.0,47076.0,10068.0,7190.0,203177.0,203177.0,21.00%,47.34%,23.17%,4.96%,3.54%,40994.0
2022,3,Salta,40006.0,96984.0,50254.0,10082.0,7215.0,204541.0,204541.0,19.56%,47.42%,24.57%,4.93%,3.53%,47076.0
2022,4,Salta,36939.0,97023.0,53470.0,11884.0,6544.0,205860.0,205860.0,17.94%,47.13%,25.97%,5.77%,3.18%,50254.0
2023,1,Salta,33427.0,96922.0,56259.0,12269.0,6549.0,205426.0,205426.0,16.27%,47.18%,27.39%,5.97%,3.19%,53470.0
2023,2,Salta,30666.0,97501.0,58275.0,12337.0,6549.0,205328.0,205328.0,14.94%,47.49%,28.38%,6.01%,3.19%,56259.0
2023,3,Salta,29113.0,98324.0,59914.0,12337.0,6545.0,206233.0,206233.0,14.12%,47.68%,29.05%,5.98%,3.17%,58275.0
2023,4,Salta,26765.0,98853.0,60800.0,11806.0,6508.0,204732.0,204732.0,13.07%,48.28%,29.70%,5.77%,3.18%,59914.0
2014,1,San Juan,48161.0,434.0,722.0,808.0,1173.0,51298.0,51298.0,93.88%,0.85%,1.41%,1.58%,2.29%,
2014,2,San Juan,48161.0,451.0,722.0,1139.0,1173.0,51646.0,51646.0,93.25%,0.87%,1.40%,2.21%,2.27%,722.0
2014,3,San Juan,48272.0,451.0,731.0,1199.0,1126.0,51779.0,51779.0,93.23%,0.87%,1.41%,2.32%,2.17%,722.0
2014,4,San Juan,48653.0,451.0,740.0,1202.0,1073.0,52119.0,52119.0,93.35%,0.87%,1.42%,2.31%,2.06%,731.0
2015,1,San Juan,48441.0,451.0,755.0,1165.0,1007.0,51819.0,51819.0,93.48%,0.87%,1.46%,2.25%,1.94%,740.0
2015,2,San Juan,48670.0,451.0,770.0,1189.0,908.0,51988.0,51988.0,93.62%,0.87%,1.48%,2.29%,1.75%,755.0
2015,3,San Juan,48670.0,451.0,770.0,1231.0,908.0,52030.0,52030.0,93.54%,0.87%,1.48%,2.37%,1.75%,770.0
2015,4,San Juan,48670.0,451.0,770.0,1230.0,908.0,52029.0,52029.0,93.54%,0.87%,1.48%,2.36%,1.75%,770.0
2016,1,San Juan,48670.0,451.0,770.0,1195.0,908.0,51994.0,51994.0,93.61%,0.87%,1.48%,2.30%,1.75%,770.0
2016,2,San Juan,48670.0,451.0,770.0,1214.0,908.0,52013.0,52013.0,93.57%,0.87%,1.48%,2.33%,1.75%,770.0
2016,3,San Juan,48670.0,451.0,770.0,1174.0,903.0,51968.0,51968.0,93.65%,0.87%,1.48%,2.26%,1.74%,770.0
2016,4,San Juan,48670.0,451.0,772.0,1121.0,907.0,51921.0,51921.0,93.74%,0.87%,1.49%,2.16%,1.75%,770.0
2017,1,San Juan,48670.0,451.0,772.0,1073.0,907.0,51873.0,51873.0,93.83%,0.87%,1.49%,2.07%,1.75%,772.0
2017,2,San Juan,48670.0,451.0,772.0,1073.0,915.0,51881.0,51881.0,93.81%,0.87%,1.49%,2.07%,1.76%,772.0
2017,3,San Juan,54499.0,5068.0,816.0,1053.0,1013.0,62449.0,62449.0,87.27%,8.12%,1.31%,1.69%,1.62%,772.0
2017,4,San Juan,54079.0,451.0,812.0,2246.0,1036.0,58624.0,58624.0,92.25%,0.77%,1.39%,3.83%,1.77%,816.0
2018,1,San Juan,54080.0,5068.0,826.0,2246.0,1048.0,63268.0,63268.0,85.48%,8.01%,1.31%,3.55%,1.66%,812.0
2018,2,San Juan,54080.0,5068.0,826.0,3079.0,1048.0,64101.0,64101.0,84.37%,7.91%,1.29%,4.80%,1.63%,826.0
2018,3,San Juan,54025.0,5838.0,826.0,2744.0,1048.0,64481.0,64481.0,83.78%,9.05%,1.28%,4.26%,1.63%,826.0
2018,4,San Juan,51660.0,5838.0,806.0,2883.0,1211.0,62398.0,62398.0,82.79%,9.36%,1.29%,4.62%,1.94%,826.0
2019,1,San Juan,51660.0,5838.0,808.0,2932.0,1207.0,62445.0,62445.0,82.73%,9.35%,1.29%,4.70%,1.93%,806.0
2019,2,San Juan,51680.0,7425.0,1174.0,2870.0,6876.0,70025.0,70025.0,73.80%,10.60%,1.68%,4.10%,9.82%,808.0
2019,3,San Juan,51670.0,7425.0,1227.0,7241.0,5535.0,73098.0,73098.0,70.69%,10.16%,1.68%,9.91%,7.57%,1174.0
2019,4,San Juan,41360.0,6338.0,4931.0,7241.0,5104.0,64974.0,64974.0,63.66%,9.75%,7.59%,11.14%,7.86%,1227.0
2020,1,San Juan,40092.0,6448.0,5508.0,7082.0,5101.0,64231.0,64231.0,62.42%,10.04%,8.58%,11.03%,7.94%,4931.0
2020,2,San Juan,40092.0,8275.0,5509.0,7019.0,8882.0,69777.0,69777.0,57.46%,11.86%,7.90%,10.06%,12.73%,5508.0
2020,3,San Juan,40092.0,9223.0,5509.0,14023.0,8480.0,77327.0,77327.0,51.85%,11.93%,7.12%,18.13%,10.97%,5509.0
2020,4,San Juan,40072.0,7004.0,6599.0,10468.0,8453.0,72596.0,72596.0,55.20%,9.65%,9.09%,14.42%,11.64%,5509.0
2021,1,San Juan,40072.0,11589.0,6671.0,11482.0,8453.0,78267.0,78267.0,51.20%,14.81%,8.52%,14.67%,10.80%,6599.0
2021,2,San Juan,40072.0,12369.0,6673.0,11372.0,8447.0,78933.0,78933.0,50.77%,15.67%,8.45%,14.41%,10.70%,6671.0
2021,3,San Juan,40072.0,12922.0,6670.0,11372.0,8447.0,79483.0,79483.0,50.42%,16.26%,8.39%,14.31%,10.63%,6673.0
2021,4,San Juan,35868.0,13102.0,11072.0,11423.0,8493.0,79958.0,79958.0,44.86%,16.39%,13.85%,14.29%,10.62%,6670.0
2022,1,San Juan,34038.0,14449.0,11294.0,20723.0,7674.0,88178.0,88178.0,38.60%,16.39%,12.81%,23.50%,8.70%,11072.0
2022,2,San Juan,38570.0,19734.0,12328.0,21859.0,7916.0,100407.0,100407.0,38.41%,19.65%,12.28%,21.77%,7.88%,11294.0
2022,3,San Juan,38570.0,22723.0,12328.0,21860.0,7918.0,103399.0,103399.0,37.30%,21.98%,11.92%,21.14%,7.66%,12328.0
2022,4,San Juan,38570.0,22913.0,12491.0,21912.0,7940.0,103826.0,103826.0,37.15%,22.07%,12.03%,21.10%,7.65%,12328.0
2023,1,San Juan,38568.0,21215.0,12798.0,21912.0,7274.0,101767.0,101767.0,37.90%,20.85%,12.58%,21.53%,7.15%,12491.0
2023,2,San Juan,21483.0,20200.0,25217.0,23545.0,7004.0,97449.0,97449.0,22.05%,20.73%,25.88%,24.16%,7.19%,12798.0
2023,3,San Juan,12669.0,19376.0,42383.0,22317.0,6985.0,103730.0,103730.0,12.21%,18.68%,40.86%,21.51%,6.73%,25217.0
2023,4,San Juan,12669.0,18543.0,42691.0,22351.0,6956.0,103210.0,103210.0,12.27%,17.97%,41.36%,21.66%,6.74%,42383.0
2014,1,San Luis,11306.0,428.0,354.0,21.0,448.0,12557.0,12557.0,90.04%,3.41%,2.82%,0.17%,3.57%,
2014,2,San Luis,11306.0,925.0,354.0,22.0,448.0,13055.0,13055.0,86.60%,7.09%,2.71%,0.17%,3.43%,354.0
2014,3,San Luis,11303.0,925.0,355.0,25.0,438.0,13046.0,13046.0,86.64%,7.09%,2.72%,0.19%,3.36%,354.0
2014,4,San Luis,11419.0,926.0,355.0,24.0,423.0,13147.0,13147.0,86.86%,7.04%,2.70%,0.18%,3.22%,355.0
2015,1,San Luis,11414.0,1025.0,351.0,30.0,412.0,13232.0,13232.0,86.26%,7.75%,2.65%,0.23%,3.11%,355.0
2015,2,San Luis,11432.0,1025.0,354.0,33.0,377.0,13221.0,13221.0,86.47%,7.75%,2.68%,0.25%,2.85%,351.0
2015,3,San Luis,11432.0,1025.0,354.0,31.0,377.0,13219.0,13219.0,86.48%,7.75%,2.68%,0.23%,2.85%,354.0
2015,4,San Luis,11432.0,1025.0,354.0,30.0,377.0,13218.0,13218.0,86.49%,7.75%,2.68%,0.23%,2.85%,354.0
2016,1,San Luis,11432.0,1042.0,354.0,27.0,377.0,13232.0,13232.0,86.40%,7.87%,2.68%,0.20%,2.85%,354.0
2016,2,San Luis,11432.0,1063.0,354.0,30.0,377.0,13256.0,13256.0,86.24%,8.02%,2.67%,0.23%,2.84%,354.0
2016,3,San Luis,11432.0,1113.0,354.0,23.0,371.0,13293.0,13293.0,86.00%,8.37%,2.66%,0.17%,2.79%,354.0
2016,4,San Luis,11432.0,1120.0,354.0,26.0,375.0,13307.0,13307.0,85.91%,8.42%,2.66%,0.20%,2.82%,354.0
2017,1,San Luis,11432.0,1120.0,354.0,26.0,375.0,13307.0,13307.0,85.91%,8.42%,2.66%,0.20%,2.82%,354.0
2017,2,San Luis,11432.0,1120.0,354.0,26.0,375.0,13307.0,13307.0,85.91%,8.42%,2.66%,0.20%,2.82%,354.0
2017,3,San Luis,11407.0,7576.0,347.0,26.0,2363.0,21719.0,21719.0,52.52%,34.88%,1.60%,0.12%,10.88%,354.0
2017,4,San Luis,11104.0,1119.0,335.0,17.0,2329.0,14904.0,14904.0,74.50%,7.51%,2.25%,0.11%,15.63%,347.0
2018,1,San Luis,11104.0,7594.0,368.0,16.0,2314.0,21396.0,21396.0,51.90%,35.49%,1.72%,0.07%,10.82%,335.0
2018,2,San Luis,11104.0,7666.0,368.0,16.0,2314.0,21468.0,21468.0,51.72%,35.71%,1.71%,0.07%,10.78%,368.0
2018,3,San Luis,11096.0,7784.0,368.0,52859.0,2314.0,74421.0,74421.0,14.91%,10.46%,0.49%,71.03%,3.11%,368.0
